email,PLZ,Kino,Ort,status,Latitude,Longitude
info@universum-soest.com,59494.0,Universum Kino Soest,Soest,active,51.5684628,8.1093967
kino@schlachthof-soest.de,59494.0,Schlachthofkino,Soest,active,51.5654197,8.1054663
juergen.zimmerling@cineplex.de,59555.0,Cinema-Studio,Lippstadt,active,51.6751421,8.3436649
hubert.nieuwdorp@cineplex.de,59557.0,Cineplex Lippstadt,Lippstadt,active,51.6701078,8.3428847
info@kino-neheim.de,59755.0,Apollo,Arnsberg,active,51.4508574,7.9596734
recep.akyuez@cineplex.de,59821.0,Residenz-Kinocenter,Arnsberg,bounced,51.3971033,8.068404
info@kino-meschede.de,59872.0,Linden-Theater,Meschede,active,51.3457378,8.2812201
info@filmtheater-winterberg.de,59955.0,Filmtheater Winterberg,Winterberg,active,51.1930005,8.5275186
info@freiluftkinofrankfurt.de,60311.0,Freiluftkino Frankfurt,Frankfurt am Main,bounced,50.109072,8.655528
dispo@ekinos-frankfurt.de,60313.0,e-Kinos,Frankfurt,active,50.1134072,8.6775765
info@ekinos-frankfurt.de,60313.0,Eldorado,Frankfurt am Main,active,50.1169444,8.6826975
info@frankfurt.astor-filmlounge.de,60313.0,ASTOR Film Lounge MyZeil,Frankfurt am Main,active,50.1146347,8.6794807
info@naxos-kino.org,60316.0,naxos.KINO IM THEATER,Frankfurt am Main,active,50.1146347,8.6794807
ffmmetropolis@cinestar.de,60318.0,CineStar Metropolis,Frankfurt am Main,active,50.1182452,8.676742
info@malsehnkino.de,60318.0,Mal seh'n Kino,Frankfurt am Main,active,50.1240196,8.6830714
info@pupille.org,60325.0,Pupille,Frankfurt am Main,active,50.1184412,8.648844
kinoteamgmbh@aol.com,60385.0,Berger Kino,Frankfurt am Main,active,50.1253901,8.7035593
orfeos@fundemental.de,60486.0,Orfeo,Frankfurt am Main,active,50.1160331,8.6420883
info@arthouse-kinos.de,60594.0,Harmonie Arthouse Kinos,Frankfurt am Main,active,50.103468,8.6883417
kino@deutsches-filminstitut.de,60596.0,Deutsches Filmmuseum,Frankfurt am Main,bounced,50.103468,8.6883417
dennis.dirienzo@bad-vilbel.de,61118.0,Open Air Kino im Bad Vilbeler Freibad,Bad Vilbel,active,50.1807387,8.731408
nidderau@luxor-kino.de,61130.0,Luxor-Filmpalast Nidderau,Nidderau,active,50.2289317,8.8702926
h.wunderer@kinocenter-friedberg.de,61169.0,Open Air Kino im Rathauspark,Friedberg in Hessen,bounced,50.3329611,8.7541964
office@cinepark.net,61184.0,Open Air im Jukuz,Karben,active,50.23824,8.7526797
info@kino-karben.de,61231.0,Fantasia Filmtheater,Bad Nauheim,active,50.3651538,8.7380707
kino@kino-anspach.de,61267.0,Saalburg-Lichtspiele,Neu-Anspach,active,50.2941465,8.5087751
info@bad-homburg-tourismus.de,61348.0,Kurtheater Bad Homburg v. d. Höhe,Bad Homburg vor der Höhe,active,50.2271615,8.6143791
weidinger@kinokoeppern.de,61381.0,Filmtheater Friedrichsdorf,Friedrichsdorf,active,50.2742069,8.6479693
info@kino-kronberg.de,61476.0,Kronberger Lichtspiele,Kronberg im Taunus,active,50.1794066,8.5076625
hafenkino@hafen2.net,63067.0,Halle...,Offenbach am Main,active,50.0984572,8.7323418
info@lederpalast.de,63067.0,Lederpalast,Offenbach am Main,active,50.10333,8.7522297
info@saalbau-lichtspiele.de,63110.0,Saalbau-Lichtspiele,Rodgau,bounced,50.0225074,8.8838202
kronenlichtspiele@gmail.com,63110.0,Kronen-Lichtspiele,Rodgau,active,50.0225074,8.8838202
blahova@dietzenbach.de,63128.0,"Kino D"" im Bürgerhaus""",Dietzenbach,bounced,50.0192511,8.7801259
info@lichtburg-langen.de,63225.0,Lichtburg Filmtheater,Langen in Hessen,active,49.9908333,8.6626975
kontakt-ak-fg@autokino-deutschland.de,63263.0,Kino  1...,Neu-Isenburg,active,50.0569993,8.7411844
kino@viktoriakino.de,63303.0,Rex-Palast,Dreieich,active,50.0221918,8.6927819
webmaster@neue-lichtspiele.de,63322.0,Neue Lichtspiele,Rödermark,bounced,49.9773934,8.8010962
076@kinopolis.de,63450.0,Kinopolis Hanau,Hanau,active,50.1295717,8.9128525
turmpalast-seligenstadt@web.de,63500.0,Turmpalast Kino,Seligenstadt,active,50.0428569,8.9716473
kinogelnhausen@gmx.de,63571.0,Casino,Gelnhausen,active,50.1984089,9.1431128
kino-buedingen@t-online.de,63654.0,NOVUM Kino,Büdingen,active,50.2897158,9.1031621
novum-buedingen@t-online.de,63654.0,NOVUM Kino,Büdingen,active,50.2897158,9.1031621
info@lumos-kino-nidda.de,63667.0,Aero...,Nidda,active,50.4708961,8.9759552
071@kinopolis.de,63739.0,Kinopolis Aschaffenburg,Aschaffenburg,active,49.9789662,9.1481067
post@casino-aschaffenburg.de,63739.0,Casino Aschaffenburg,Aschaffenburg,active,49.9746082,9.1465977
info@kinopassage.de,63741.0,Open-Air-Kino im Nilkheimer Park,Aschaffenburg,active,49.9626075,9.1052674
citydomedarmstadt@kinopolis.de,64283.0,Festival,Darmstadt,active,49.8706203,8.6255613
info@kinopolis.de,64283.0,Programmkino Rex,Darmstadt,active,49.8717384,8.6472676
info@filmkreis.de,64289.0,Audimaxx,Darmstadt,active,49.87537,8.6539073
641@kinopolis.de,64293.0,Kinopolis,Darmstadt,active,49.8724584,8.6305627
info@kino-pfungstadt.de,64319.0,Saalbau-Lichtspiele,Pfungstadt,active,49.8076543,8.5966447
filmfest@weiterstadt.de,64331.0,Open Air Filmfest,Weiterstadt,active,49.9073292,8.5650875
koki@weiterstadt.de,64331.0,Kommunales Kino Weiterstadt,Weiterstadt,active,49.9070235,8.5821531
info@filmseher.de,64342.0,Filmseher Open Air,Seeheim-Jugenheim,active,49.7616696,8.629448
info@kino-gross-gerau.de,64521.0,Lichtspielhaus,Groß-Gerau,active,49.9189657,8.4848805
kino@kinotreff-lichtblick.de,64546.0,Lichtblick Kinotreff,Mörfelden-Walldorf,bounced,49.9998974,8.5682983
bensheim@luxor-kino.de,64625.0,Luxor Filmpalast,Bensheim,deleted (unsubscribed),49.6709195,8.6037443
info@kino-heppenheim.de,64646.0,Saalbau-Filmtheater,Heppenheim an der Bergstraße,active,49.639661,8.640686
info@erbacher-lichtspiele.de,64711.0,Erbacher Lichtspiele,Erbach,active,49.6619399,8.9929396
thorsten@pausar.de,64739.0,Lichtspiele & Cinema,Höchst,active,49.801086,8.9934417
kino@kaisersaal-lichtspiele.de,64839.0,Kaisersaal-Lichtspiele,Münster bei Dieburg,active,49.9226855,8.8556402
caligari@wiesbaden.de,65183.0,Caligari FilmBühne,Wiesbaden,active,50.0821571,8.2410024
info@walhallabambi-kino.de,65183.0,Bambi-Filmtheater,Wiesbaden,bounced,50.0821566,8.2332508
wiesbaden@cineplex.de,65183.0,Arkaden,Wiesbaden,active,50.0821566,8.2332508
filmtheater@murnau-stiftung.de,65189.0,Murnau Filmtheater,Wiesbaden,active,50.06618,8.2464897
info@bilderwerfer.de,65189.0,Open Air Kino,Wiesbaden,active,50.0661795,8.2387381
info@filme-im-schloss.de,65203.0,Filme im Schloss,Wiesbaden,active,50.0661795,8.2387381
info@kino-swa.de,65307.0,FT Bambi/Camera,Bad Schwalbach,active,50.1446876,8.0734914
info@kino-swa.de,65307.0,FT Bambi/Camera,Bad Schwalbach,active,50.1446857,8.0554185
kino@linden-theater.de,65366.0,Linden-Theater Geisenheim,Geisenheim,active,49.9841702,7.9644019
kino@gigu.de,65462.0,"Kommunales Kino Mainspitze Burg-Lichtspiele""""",Ginsheim-Gustavsburg,active,49.996727,8.3190035
eva.wunderer@t-online.de,65510.0,Taunus-Kinocenter,Idstein,active,50.1466226,8.1978867
limburg@cineplex.de,65549.0,Cineplex Limburg,Limburg an der Lahn,active,50.3888531,8.0583828
valentina.janzen@cineplex.de,65549.0,FTB Martin,Limburg / Suhl / Bad Hersfeld,active,50.388853,8.0583721
valentina.janzen@cineplex.de,65549.0,FTB Martin,Limburg / Suhl / Bad Hersfeld,active,50.6243198,10.5323406
valentina.janzen@cineplex.de,65549.0,FTB Martin,Limburg / Suhl / Bad Hersfeld,active,50.8652938,9.7027504
info@kreml-kulturhaus.de,65623.0,Programmkino Kreml,Hahnstätten,active,50.2895383,8.0609578
info@kino-hofheim.de,65719.0,Movies Kino Hofheim,Hofheim am Taunus,active,50.0858471,8.4450383
info@volksbildungswerk-eschborn.de,65760.0,eschborn k,Eschborn,active,50.1421746,8.5655259
info@kino-kelkheim.de,65779.0,Open Air,Kelkheim,active,50.1421453,8.4855231
info@kultkinobar.de,65812.0,KULT Kinobar,Bad Soden am Taunus,active,50.1447502,8.4978412
031@kinopolis.net,65843.0,Kinopolis Main-Taunus,Sulzbach am Taunus,active,50.1209152,8.5216436
info@filmtheater-valentin.de,65929.0,Filmtheater Valentin,Frankfurt am Main,active,50.105818,8.5386701
klaus-peter.roth.vhs@stadt-frankfurt.de,65929.0,Filmforum Höchst,Frankfurt am Main,active,50.105818,8.5386701
frankfurt3@cinestar.de,65933.0,CineStar - Der Filmpalast,Frankfurt am Main,active,50.0989997,8.5867409
filmhaus@saarbruecken.de,66111.0,Filmhaus,Saarbrücken,active,49.2319319,6.9972597
info@camerazwo.de,66111.0,camerazwo,Saarbrücken,active,49.2319319,6.9972597
info@citykinos.de,66111.0,Passage,Saarbrücken,bounced,49.2361069,6.9917927
info@kinoachteinhalb.de,66111.0,Kino achteinhalb,Saarbrücken,active,49.23761,6.9894383
saarbruecken@cinestar.de,66115.0,CineStar - Der Filmpalast,Saarbrücken,active,49.2357338,6.9984117
unifilm@asta.uni-saarland.de,66123.0,Unifilm,Saarbrücken,active,49.2476649,6.9817717
info@kino-heusweiler.de,66265.0,Filmtheater,Heusweiler,active,49.33898,6.9225297
info@kino-bous.de,66359.0,Thalia-Lichtspiele,Bous,active,49.2759897,6.7915846
c.perlgrau@kino-igb.de,66386.0,Neues Regina Kinocenter,Sankt Ingbert,active,49.2788758,7.1118252
kinowerkstatt@gmx.de,66386.0,Kinowerkstatt,Sankt Ingbert,active,49.2762806,7.1171015
kontakt@cinemas-group.de,66424.0,Eden Cinehouse,Homburg,active,49.3183544,7.3355722
cinema_europa@t-online.de,66482.0,Cinema Europa,Zweibrücken,active,49.2492887,7.3471555
illingen@my-movie-world.de,66557.0,Union Theater,Illingen an der Saar,active,49.379499,7.0454037
stwendel@my-movie-world.de,66606.0,Neues Theater,Sankt Wendel,active,49.4691566,7.1673104
info@autokino-saarland.de,66620.0,Autokino Saarland,Nonnweiler,active,49.5813556,6.979093
info@ct-kino-nonnweiler.de,66620.0,Central-Filmtheater,Nonnweiler,active,49.6063682,6.9669871
info@kino-merzig.de,66663.0,Odeon,Merzig,active,49.4447766,6.6338358
filmwerkorange@gmx.de,66679.0,Filmwerk Orange,Losheim am See,active,49.5077158,6.7435217
info@lichtspiele-wadern.de,66687.0,1,Wadern,active,49.5409446,6.7161769
saarlouis@my-movie-world.de,66740.0,Capitol,Saarlouis,active,49.5409446,6.7161769
office@europa-palast.de.com,66763.0,Europa-Dillingen,Dillingen an der Saar,bounced,49.3166758,6.7465238
lebach@my-movie-world.de,66822.0,City-Filmstudio,Lebach,active,49.3671708,6.6929177
hpleidinger1@outlook.de,66839.0,Gloria Kino,Schmelz,active,49.4439815,6.8486673
info@schmelzer-lichtspiele.de,66839.0,Schmelzer Lichtspiele,Schmelz,active,49.4439815,6.8486673
moviemagic@broadwaykino.com,66877.0,Broadway Kino Merkurstraße,Ramstein-Miesenbach,active,49.4205527,7.5618605
info@kino-ps.de,66953.0,Walhalla - Kinocenter,Pirmasens,active,49.1940739,7.6074338
info@wasgau-theater.de,66996.0,Wasgau-Theater,Fischbach bei Dahn,deleted (unsubscribed),49.0695093,7.6922439
ludwigshafen@cinestar.de,67061.0,CineStar - Der Filmpalast,Ludwigshafen,active,49.4783126,8.452142
capitol@online.ms,67105.0,Capitol Lichtspiele...,Schifferstadt,active,49.4057306,8.3622702
info@rex-schifferstadt.de,67105.0,Rex Kino-Center,Schifferstadt,active,49.3886528,8.3705524
kontakt@capitol-limburgerhof.com,67117.0,Capitol LichtspielTheater Limburgerhof,Limburgerhof,active,49.4228462,8.3901416
info@lux-kinos.de,67227.0,Lux Kinos,Frankenthal in der Pfalz,active,49.5361677,8.3526048
o.lebert@clc-kinobetriebe.de,67269.0,Filmwelt Grünstadt,Grünstadt,active,49.5550948,8.1706993
immel@theaterhaus-speyer.de,67346.0,Theaterhaus Speyer,Speyer,active,49.33761,8.4189697
speyer@technik-museum.de,67346.0,IMAX Dome Filmtheater,Speyer,active,49.3120567,8.4428219
info@roxy.de,67433.0,Open Air Kino,Neustadt an der Weinstraße,active,49.3535965,8.1399201
neustadt@cineplex.de,67433.0,Cineplex Neustadt,Neustadt an der Weinstraße,active,49.3400792,8.1674597
info@kino-worms.de,67547.0,Kinowelt Worms,Worms,active,49.6337332,8.3559502
cu@centralcitycinemas.com,67655.0,Central City Cinemas,Kaiserslautern,active,49.4437657,7.7685516
kaiserslautern@uci-kinowelt.de,67657.0,UCI Kaiserslautern,Kaiserslautern,active,49.456641,7.7978592
info@provinzkino.de,67677.0,PROVINZ 80 Programmkino,Enkenbach,deleted (unsubscribed),49.4566116,7.7178563
buero@cinema-quadrat.de,68159.0,Cinema Quadrat,Mannheim,active,49.4917998,8.467148
office@atlantis-kino.de,68159.0,Odeon,Mannheim,active,49.4917998,8.467148
info@cinemaxx-mannheim.de,68161.0,CinemaxX Mannheim,Mannheim,active,49.4834789,8.468982
mannheim@cineplex.de,68161.0,Cineplex Planken,Mannheim,active,49.485182,8.467854
036@kinopolis.de,68519.0,Kinopolis Rhein-Neckar,Viernheim,active,49.5278968,8.5642106
info@filminsel-biblis.de,68647.0,Filminsel,Biblis,active,49.68572,8.4515697
pumpwerk@pobox.com,68766.0,Kino im Pumpwerk,Hockenheim,active,49.3162529,8.5630615
info@kino-ketsch.de,68775.0,Central Kino Ketsch,Ketsch,active,49.3661947,8.5289797
buero@luxor-kino.de,69115.0,Luxor-Filmpalast Heidelberg,Heidelberg,deleted (unsubscribed),49.4054781,8.6640904
heidelberg@luxor-kino.de,69115.0,Luxor-Filmpalast Heidelberg,Heidelberg,active,49.4054781,8.6640904
medienforum@gmx.de,69117.0,Karlstor-Kino,Heidelberg,active,49.3868406,8.6785284
info@gloria-kamera-kinos.de,69120.0,Die Kamera,Heidelberg,active,49.4154966,8.6897237
max.hilker@augustinum.de,69126.0,Cinema Augustinum,Heidelberg,active,49.3630742,8.699217
dispo@luxor-kino.de,69160.0,Luxor Kinos,"Walldorf, Schwetzingen, Heidelberg, Bensheim, Nidderau",active,49.2926483,8.6615222
dispo@luxor-kino.de,69160.0,Luxor Kinos,"Walldorf, Schwetzingen, Heidelberg, Bensheim, Nidderau",active,49.3825002,8.5741469
dispo@luxor-kino.de,69160.0,Luxor Kinos,"Walldorf, Schwetzingen, Heidelberg, Bensheim, Nidderau",active,49.4054781,8.6640904
dispo@luxor-kino.de,69160.0,Luxor Kinos,"Walldorf, Schwetzingen, Heidelberg, Bensheim, Nidderau",active,49.6709195,8.6037443
dispo@luxor-kino.de,69160.0,Luxor Kinos,"Walldorf, Schwetzingen, Heidelberg, Bensheim, Nidderau",active,50.2289317,8.8702926
walldorf@luxor-kino.de,69190.0,LUXOR-Filmpalast,Walldorf,deleted (unsubscribed),49.2926483,8.6615222
zentrale@kinoweinheim.de,69469.0,Modernes Theater,Weinheim,active,49.5495735,8.6693685
kino@olympia-leutershausen.de,69493.0,Kommunales Olympia Kino,Hirschberg,active,49.4994466,8.6583888
info@brennessel-kino.de,69502.0,Brennessel Kino,Hemsbach,active,49.5931171,8.6538261
j.bieler@brennessel-kino.de,69502.0,Brennessel Programmkino,Hemsbach,bounced,49.5931171,8.6538261
info@innenstadtkinos.de,70173.0,Metropol,Stuttgart,active,48.7801778,9.175154
info@treffpunkt-rotebuehlplatz.de,70173.0,Treffpunkt Rotebühlplatz,Stuttgart,deleted (unsubscribed),48.7801778,9.175154
auskunft@kinomobil-bw.de,70174.0,Kinomobil,Stuttgart,active,48.7750311,9.1684888
bollwerk@arthaus-kino.de,70176.0,Atelier am Bollwerk,Stuttgart,active,48.7767141,9.1658686
delphi@arthaus-kino.de,70178.0,Delphi Arthaus Kino,Stuttgart,active,48.7766428,9.1657457
lmz@lmz-bw.de,70190.0,Ferienkino im LMZ,Stuttgart,active,48.7729842,9.1719716
info@ufastuttgart.de,70191.0,UFA-Palast Stuttgart,Stuttgart,active,48.7729837,9.16422
info@kinothek.com,70329.0,Kinothek,Stuttgart,active,48.7631895,9.2676737
fuhrmann@corso-kino.com,70563.0,Corso Cinema International,Stuttgart,active,48.730026,9.1093837
orfeo@kinokult.de,70736.0,Orfeo,Fellbach,active,48.83394,9.2631797
capitolkornwestheim@yahoo.com,70806.0,Capitol Lichtspiele Kornwestheim,Kornwestheim,active,48.8635601,9.1787665
kontakt-ak-s@autokino-deutschland.de,70806.0,Kino  1...,Kornwestheim,active,48.8635601,9.1787665
postkasten@kinobb.de,71032.0,Metropol am Postplatz,Böblingen,active,48.685358,9.0126407
info@kinomacher.de,71083.0,Open Air Kino,Herrenberg,active,48.597364,8.8708193
koki@herrenberg.de,71083.0,Kommunales Kino,Herrenberg,active,48.59412,8.8709295
leo-info@traumpalast.de,71229.0,Traumpalast,Leonberg,active,48.7824529,9.0135319
kinowds@web.de,71263.0,Kulisse-Kino...,Weil der Stadt,active,48.7568647,8.8702315
wn-info@traumpalast.de,71332.0,Traumpalast,Waiblingen,active,48.828879,9.3038217
kommunaleskino@weinstadt.info,71384.0,Kommunales Kino Weinstadt,Weinstadt,active,48.8062057,9.3844768
bk-info@traumpalast.de,71522.0,Traumpalast,Backnang,active,48.9458935,9.4255148
info@backnangerkinos.de,71522.0,Kino Universum,Backnang,active,48.9458935,9.4255148
info@murrlichtspiele.de,71540.0,Murrlichtspiele,Murrhardt,active,48.9485713,9.4313939
info@kinokult.de,71638.0,Caligari,Ludwigsburg,active,48.8936151,9.188064
kino@central-union.de,71638.0,Central-Theater,Ludwigsburg,active,48.8936151,9.188064
kontakt@openairkino-ludwigsburg.de,71638.0,Ludwigsburger Sommernachts-Open-Air-Kino,Ludwigsburg,active,48.8957253,9.185543
gerhard.goebelt@t-online.de,71679.0,MoKi Ludwigsburg,Asperg,active,48.9015795,9.1455801
d.betz@arsenalkinos.de,72070.0,Arsenal,Tübingen,active,48.9015795,9.1455801
info@tuebinger-kinos.de,72070.0,Museum-Lichtspiele,Tübingen,active,48.5228424,9.0512498
info@bewegtebilder.de,72074.0,Sommernachtskino,Tübingen,active,48.5223226,9.054911
kino@kinowaldhorn.de,72108.0,Kino im Waldhorn,Rottenburg am Neckar,active,48.47789,8.9317527
stef.schlegel@t-online.de,72116.0,Lichtspiele Mössingen,Mössingen,active,48.410425,9.0607753
info@krone-lichtspiele.de,72202.0,Krone-Lichtspiele,Nagold,bounced,48.548667,8.7185873
info@centralkino-fds.de,72250.0,Central Kino,Freudenstadt,active,48.4650848,8.4119142
benedikt.petschl@subiaco.de,72275.0,Subiaco Kinos,Alpirsbach,deleted (unsubscribed),48.3459874,8.4012898
kino@subiaco.de,72275.0,Subiaco - Galerie,Alpirsbach,active,48.3459874,8.4012898
ludwig.schuelzle@t-online.de,72393.0,Alb-Lichtspiele,Burladingen,active,48.2902651,9.1062169
info@zollernalb-kinos.de,72458.0,Capitol Filmpalast,Albstadt,active,48.2130508,9.0119461
buergerbuero@gammertingen.de,72501.0,Open Air,Gammertingen,active,48.24884,9.2124397
info@luna-metzingen.de,72555.0,Luna-Filmtheater,Metzingen,active,48.5383897,9.286834
info@forum22.de,72574.0,Bad Uracher Open-Air-Kino,Bad Urach,active,48.4924241,9.3947232
info@openairkino-nuertingen.de,72622.0,Open Air Kino bei der Versöhnungskirche,Nürtingen,active,48.6144242,9.352256
nt-info@traumpalast.de,72622.0,Traumpalast,Nürtingen,active,48.6267622,9.3383851
kino@kamino-reutlingen.de,72764.0,KAMINO,Reutlingen,active,48.4874458,9.2175239
michael.hoeck@cineplex.de,72764.0,Cineplex Planie,Reutlingen,active,48.4874458,9.2175239
reutlingen@cineplex.de,72764.0,Cineplex Planie,Reutlingen,active,48.4909425,9.2141973
info@staufen-movieplex.de,73033.0,Staufen-Movieplex,Göppingen,active,48.7025581,9.6541859
info@kino-eislingen.de,73054.0,Schlosstheater in der Mensa,Eislingen,bounced,48.7025581,9.6541859
kontakt@kino-plochingen.de,73207.0,Union-Theater,Plochingen,active,48.7111693,9.4119908
info@stadtkino.tv,73230.0,Stadtkino Kirchheim,Kirchheim unter Teck,active,48.649102,9.4456712
kirchheim@sommernachtskino.com,73230.0,Sommernachtskino,Kirchheim unter Teck,active,48.649102,9.4456712
info@gloria-geislingen.de,73312.0,Gloria-Kino-Center,Geislingen an der Steige,active,48.61741,9.8391997
info@kino-aa.de,73430.0,Kinopark,Aalen,active,48.8472334,10.0924421
info@kino-am-kocher.de,73430.0,Kino am Kocher,Aalen,active,48.8472334,10.0924421
info@regina2000.de,73479.0,Regina 2000,Ellwangen an der Jagst,bounced,48.964193,10.1303844
gd-info@traumpalast.de,73525.0,Traumpalast,Schwäbisch Gmünd,active,48.7999784,9.791107
walter.deininger@turm-theater.de,73525.0,Kino Brazil,Schwäbisch Gmünd,bounced,48.7999784,9.791107
info@club-manufaktur.de,73614.0,Kleine Fluchten,Schorndorf,active,48.80769,9.5354995
sf-info@traumpalast.de,73614.0,Traumpalast,Schorndorf,active,48.80769,9.5354995
rudersberg@filmtheaterbetriebe.de,73635.0,Löwen-Lichtspiele,Rudersberg,active,48.8866871,9.5291129
info@filmcasinowelzheim.de,73642.0,Film-Casino,Welzheim,bounced,48.87431,9.6336297
es-info@traumpalast.de,73728.0,Traumpalast,Esslingen am Neckar,active,48.7408943,9.2961362
info@koki-es.de,73728.0,Kino auf der Burg,Esslingen am Neckar,active,48.7450173,9.3068877
info@koki-heilbronn.de,74072.0,Kommunales Kino Heilbronn,Heilbronn,active,49.1546937,9.2091196
kino@x-media.net,74076.0,Open-Air-Kino-Heilbronn,Heilbronn,active,49.1677628,9.2405857
theaterleitung@europlex.de,74172.0,Cineplex Neckarsulm,Neckarsulm,active,49.1762446,9.2223171
info@openairkino-bw.de,74321.0,hofmeister Open Air Kino,Bietigheim-Bissingen,active,48.9551131,9.1440738
service@kino-bietigheim.de,74321.0,Olympia- und Paradies-Lichtspiele,Bietigheim-Bissingen,active,48.9551131,9.1440738
info@filmklub.de,74348.0,Filmklub Lauffen,Lauffen am Neckar,active,49.0704801,9.1366497
info@sonnenlichtspiele.de,74405.0,Sonnenlichtspiele,Gaildorf,active,48.9998444,9.7684696
info@kinoimschafstall.de,74523.0,Kino im Schafstall,Schwäbisch Hall,active,49.1087981,9.7334267
kino.koehnlein@t-online.de,74523.0,Gloria-Filmtheater,Schwäbisch Hall,active,49.1090973,9.7340788
kontakt@cinecity-crailsheim.de,74564.0,Kammer-Filmtheater,Crailsheim,active,49.1403388,10.0640052
kinoteam@kinoklappe.de,74592.0,Kino Klappe,Kirchberg an der Jagst,active,49.2031117,9.9789514
kino@kino-oehringen.de,74613.0,Holi,Öhringen,active,49.2015174,9.5006964
info@prestige-filmtheater.de,74653.0,Prestige Filmtheater,Künzelsau,active,49.2802682,9.6884276
info@kino-wallduern.de,74731.0,Löwenlichtspiele,Walldürn,active,49.2802682,9.6884276
info@citydome-sinsheim.com,74889.0,Citydome Sinsheim,Sinsheim,active,49.5780677,9.2110923
info@technik-museum.de,74889.0,IMAX 3-D Filmtheater,Sinsheim,active,49.2542447,8.8766805
kino@kinostar.com,75015.0,Kinostar Filmwelt Bretten,Bretten,active,49.0372477,8.70075
info.pforzheim@cineplex.de,75172.0,Cineplex Pforzheim,Pforzheim,active,48.89303,8.6995797
info@koki-pf.de,75172.0,Open-Air-Kino im Kulturhaus Osterfeld,Pforzheim,active,48.8930723,8.6860889
pforzheim@cineplex.de,75172.0,rex - Filmpalast,Pforzheim,active,48.89303,8.6995797
info@kiwi-kino.de,75323.0,Kino Kiwi,Bad Wildbad,active,48.7492885,8.5472399
hkuttler@kinopolis.de,76133.0,Universum-City-Kinos,Karlsruhe,active,49.0101964,8.3914766
kino@kinemathek.inka.de,76133.0,Studio  3,Karlsruhe,active,49.0101964,8.3914766
karlsruhe@cinestar.de,76135.0,Filmpalast am ZKM,Karlsruhe,active,49.0004959,8.3825792
born@schauburg.de,76137.0,Open Air Kinonächte,Karlsruhe,active,49.0004954,8.3748276
info@schauburg.de,76137.0,Schauburg,Karlsruhe,active,49.0032608,8.405338
kulisse-neumann@web.de,76275.0,Kulisse - Ettlingen (Saal1)...,Ettlingen,active,48.9461043,8.4078806
info@forumrastatt.de,76347.0,FORUM Rastatt,Rastatt,deleted (unsubscribed),48.8663932,8.2220021
info@moviac.de,76530.0,moviac - Kino im Kaiserhof,Baden-Baden,active,48.7615267,8.2395357
baden-baden@cineplex.de,76532.0,Cineplex,Baden-Baden,active,48.7816181,8.1923658
merkur-film-center@t-online.de,76571.0,Merkur-Film-Center,Gaggenau,bounced,48.790157,8.3318987
verwaltung@kinocentergernsbach.de,76593.0,Kinocenter Gernsbach,Gernsbach,active,48.7657003,8.3340687
bruchsal@cineplex.de,76646.0,Cineplex Bruchsal,Bruchsal,active,49.1257139,8.5894588
info@filmwelt-landau.com,76829.0,Filmwelt Landau,Landau in der Pfalz,active,49.188008,8.1292127
info@universum-kinocenter.de,76829.0,Universum Kinocenter,Landau in der Pfalz,active,49.1968406,8.112535
kfisch2@roemerstadt.de,76855.0,Kino im Hohenstaufensaal,Annweiler am Trifels,active,49.2033453,7.9638412
info@forumoffenburg.de,77654.0,Forum Cinemas,Offenburg,active,48.467482,7.9391114
loretta.boes@kik-online.de,77654.0,Kommunales Kino im KiK,Offenburg,active,48.46897,7.9549897
kino@kinocenter-kehl.de,77694.0,Kino-Center,Kehl,active,48.5735328,7.8078389
rio.scala@t-online.de,77716.0,FT Rio-Scala,Haslach im Kinzigtal,active,48.2783333,8.0843641
info@tivoli-achern.de,77855.0,Tivoli - Kommunales Kino,Achern,active,48.628445,8.0701498
info@forumlahr.de,77933.0,FORUM Lahr,Lahr am Schwarzwald,deleted (unsubscribed),48.3416412,7.8713489
info@kinocenter-kehl.de,77933.0,Sommerkino-Nächte Schlachthof Lahr,Lahr am Schwarzwald,active,48.3416412,7.8713489
info@europapark.de,77977.0,Magic Cinema,Rust,active,48.2678879,7.7188748
info@bali-kino.de,78050.0,Blue Boxx Kinos,Villingen-Schwenningen,active,48.0552717,8.4589174
info@autokino-vs.de,78052.0,Autokino am Schwarzwald-Baar Center,Villingen-Schwenningen,bounced,48.0552642,8.4202016
info@capitol-vs.de,78054.0,Kommunales Kino im Capitol,Villingen-Schwenningen,bounced,48.0581245,8.4511893
villingen-schwenningen@cinestar.de,78056.0,CineStar - Der Filmpalast,Villingen-Schwenningen,active,48.0642023,8.5355961
info@kronenlichtspiele.de,78098.0,Kronenlichtspiele,Triberg im Schwarzwald,active,48.128681,8.2315653
guenther-baeuerle@t-online.de,78120.0,Guckloch Furtwangen...,Furtwangen im Schwarzwald,active,48.0532068,8.2034879
info@guckloch-kino.de,78166.0,Kommunales Kino Guckloch,Donaueschingen,active,47.9515184,8.4892661
info@diegems.de,78224.0,Kino in der Gems...,Singen am Hohentwiel,active,47.7614094,8.8290618
singen@cineplex.de,78224.0,Cineplex Singen,Singen am Hohentwiel,active,47.7583333,8.8360308
weitwinkel-kino@web.de,78224.0,Kulturzentrum Gems,Singen am Hohentwiel,active,47.7613798,8.8289047
info@universum-radolfzell.de,78315.0,Universum,Radolfzell am Bodensee,active,47.7395079,8.9695949
info@rabekinos.de,78462.0,,,deleted,47.6614546,9.1625707
